Frequency (Hz)	Level (dB)
5469.433594	-90.326988
5512.500000	-90.372162
5555.566406	-91.084343
5598.632812	-92.457687
5641.699219	-91.243492
5684.765625	-92.179146
5727.832031	-93.018539
5770.898438	-94.437576
5813.964844	-95.106705
5857.031250	-93.734413
5900.097656	-93.525307
5943.164062	-93.926132
5986.230469	-93.673874
6029.296875	-94.556427
6072.363281	-94.135422
6115.429688	-94.007042
6158.496094	-94.711555
6201.562500	-94.118073
6244.628906	-94.146225
6287.695312	-93.740082
6330.761719	-96.192085
6373.828125	-96.619553
6416.894531	-96.404747
6459.960938	-95.862617
6503.027344	-97.393402
6546.093750	-97.853973
6589.160156	-97.724312
6632.226562	-98.601212
6675.292969	-98.069344
6718.359375	-98.748131
6761.425781	-98.766022
6804.492188	-99.688354
6847.558594	-99.359848
6890.625000	-99.200157
6933.691406	-100.209679
6976.757812	-98.203262
7019.824219	-99.382500
7062.890625	-102.914986
7105.957031	-102.034340
7149.023438	-102.164284
7192.089844	-103.513702
7235.156250	-102.270615
7278.222656	-101.046486
7321.289062	-102.727661
7364.355469	-106.205925
7407.421875	-103.089783
7450.488281	-103.381775
7493.554688	-105.681702
7536.621094	-105.255997
7579.687500	-104.119499
7622.753906	-106.056992
7665.820312	-108.033936
7708.886719	-108.003136
7751.953125	-106.870621
7795.019531	-106.345329
7838.085938	-106.687050
7881.152344	-107.531990
7924.218750	-103.463181
7967.285156	-92.079735
8010.351562	-89.646095
8053.417969	-97.214180
8096.484375	-108.868782
8139.550781	-110.377472
8182.617188	-110.703316
8225.683594	-111.400970
8268.750000	-112.497787
8311.816406	-113.840462
8354.882812	-114.084244
8397.949219	-113.327271
8441.015625	-113.359840
8484.082031	-114.697510
8527.148438	-114.291451
8570.214844	-114.529602
8613.281250	-115.056259
8656.347656	-115.396111
8699.414062	-114.594429
8742.480469	-114.847633
8785.546875	-115.384651
8828.613281	-115.466591
8871.679688	-115.509361
8914.746094	-115.545692
8957.812500	-115.749306
9000.878906	-115.719467
9043.945312	-115.784637
9087.011719	-115.649147
9130.078125	-115.437691
9173.144531	-115.671440
9216.210938	-115.876938
9259.277344	-115.692757
9302.343750	-115.412376
9345.410156	-115.395897
9388.476562	-115.622482
9431.542969	-115.741295
9474.609375	-115.457443
9517.675781	-115.270874
9560.742188	-115.744705
9603.808594	-115.730255
9646.875000	-116.163277
9689.941406	-115.746895
9733.007812	-115.467552
9776.074219	-115.875534
9819.140625	-115.535744
9862.207031	-115.591888
9905.273438	-115.464508
9948.339844	-115.473694
9991.406250	-115.589676
10034.472656	-115.332314
10077.539062	-115.570297
10120.605469	-115.522766
10163.671875	-115.401672
10206.738281	-115.796181
10249.804688	-116.014946
10292.871094	-115.405846
10335.937500	-115.343330
10379.003906	-115.460014
10422.070312	-115.780731
10465.136719	-115.776649
10508.203125	-115.389938
10551.269531	-115.260948
10594.335938	-115.633430
10637.402344	-115.619339
10680.468750	-115.471573
10723.535156	-115.668762
10766.601562	-115.920349
10809.667969	-115.940475
10852.734375	-116.109436
10895.800781	-115.521271
10938.867188	-115.575417
10981.933594	-115.267281
11025.000000	-115.449234
11068.066406	-115.825836
11111.132812	-115.768135
11154.199219	-115.861137
11197.265625	-115.990250
11240.332031	-115.702492
11283.398438	-115.819328
11326.464844	-115.734413
11369.531250	-116.043610
11412.597656	-115.783760
11455.664062	-116.067337
11498.730469	-115.629578
11541.796875	-115.448677
11584.863281	-115.698265
11627.929688	-115.693588
11670.996094	-115.352013
11714.062500	-115.798630
11757.128906	-115.591217
11800.195312	-116.184929
11843.261719	-115.592392
11886.328125	-115.250305
11929.394531	-115.431068
11972.460938	-115.294174
12015.527344	-115.499237
12058.593750	-115.582191
12101.660156	-115.650436
12144.726562	-115.745300
12187.792969	-115.795547
12230.859375	-115.765488
12273.925781	-115.800140
12316.992188	-115.390411
12360.058594	-115.506187
12403.125000	-115.591499
12446.191406	-116.089737
12489.257812	-115.593018
12532.324219	-115.662270
12575.390625	-115.463203
12618.457031	-115.728592
12661.523438	-116.004837
12704.589844	-115.655571
12747.656250	-115.803482
12790.722656	-115.202324
12833.789062	-115.281456
12876.855469	-115.758179
12919.921875	-115.908852
12962.988281	-115.993835
13006.054688	-115.453903
13049.121094	-115.646423
13092.187500	-115.417328
13135.253906	-115.605499
13178.320312	-115.832802
13221.386719	-115.386147
13264.453125	-115.493591
13307.519531	-115.826942
13350.585938	-115.996460
13393.652344	-115.738693
13436.718750	-115.521118
13479.785156	-115.761353
13522.851562	-115.776062
13565.917969	-115.617577
13608.984375	-115.260162
13652.050781	-115.466850
13695.117188	-115.453011
13738.183594	-115.552917
13781.250000	-115.847313
13824.316406	-116.091148
13867.382812	-115.975922
13910.449219	-115.749008
13953.515625	-115.600739
13996.582031	-115.652466
14039.648438	-115.727577
14082.714844	-115.761414
14125.781250	-115.790565
14168.847656	-115.752785
14211.914062	-115.497284
14254.980469	-115.618019
14298.046875	-115.816299
14341.113281	-115.764336
14384.179688	-116.078087
14427.246094	-116.094154
14470.312500	-115.741722
14513.378906	-115.386002
14556.445312	-115.475800
14599.511719	-115.485916
14642.578125	-115.284920
14685.644531	-115.426971
14728.710938	-115.658333
14771.777344	-115.753296
14814.843750	-115.382904
14857.910156	-115.789207
14900.976562	-115.770920
14944.042969	-115.733131
14987.109375	-115.569397
15030.175781	-115.638977
15073.242188	-115.581375
15116.308594	-115.461304
15159.375000	-115.348328
15202.441406	-115.627899
15245.507812	-115.591591
15288.574219	-115.865181
15331.640625	-115.422440
15374.707031	-115.550949
15417.773438	-115.826378
15460.839844	-115.616241
15503.906250	-115.762222
15546.972656	-115.247322
15590.039062	-115.446846
15633.105469	-115.463158
15676.171875	-115.750481
15719.238281	-115.643745
15762.304688	-115.658882
15805.371094	-115.463821
15848.437500	-115.567238
15891.503906	-115.416901
15934.570312	-115.730545
15977.636719	-115.739044
16020.703125	-115.609070
16063.769531	-115.492073
16106.835938	-115.268234
16149.902344	-115.819031
16192.968750	-115.599297
16236.035156	-115.606621
16279.101562	-115.860168
16322.167969	-115.808029
16365.234375	-115.592194
16408.300781	-115.669533
16451.367188	-115.458862
16494.433594	-115.621948
16537.500000	-115.714905
16580.566406	-115.658722
16623.632812	-115.555069
16666.699219	-115.643921
16709.765625	-115.626518
16752.832031	-115.265465
16795.898438	-115.328560
16838.964844	-115.489044
16882.031250	-115.242523
16925.097656	-115.562866
16968.164062	-115.812859
17011.230469	-115.643890
17054.296875	-115.398026
17097.363281	-115.598160
17140.429688	-115.676987
17183.496094	-115.509583
17226.562500	-115.313385
17269.628906	-115.728737
17312.695312	-115.778610
17355.761719	-115.614204
17398.828125	-115.657906
17441.894531	-115.647385
17484.960938	-115.330093
17528.027344	-115.382874
17571.093750	-115.805275
17614.160156	-115.428001
17657.226562	-115.458099
17700.292969	-115.933342
17743.359375	-115.573547
17786.425781	-115.410271
17829.492188	-116.091217
17872.558594	-115.885201
17915.625000	-116.044243
17958.691406	-115.596664
18001.757812	-115.469177
18044.824219	-115.697563
18087.890625	-115.790504
18130.957031	-115.824684
18174.023438	-115.790634
18217.089844	-115.825577
18260.156250	-115.610970
18303.222656	-116.017380
18346.289062	-115.703178
18389.355469	-115.851990
18432.421875	-115.634377
18475.488281	-115.765892
18518.554688	-115.871468
18561.621094	-115.614082
18604.687500	-115.505379
18647.753906	-115.151901
18690.820312	-115.205612
18733.886719	-115.591660
18776.953125	-115.816032
18820.019531	-115.574066
18863.085938	-115.457420
18906.152344	-115.559517
18949.218750	-115.446136
18992.285156	-115.546532
19035.351562	-115.902901
19078.417969	-115.744308
19121.484375	-115.913925
19164.550781	-115.561966
19207.617188	-115.555222
19250.683594	-115.816040
19293.750000	-115.815033
19336.816406	-115.541870
19379.882812	-115.750511
19422.949219	-115.493523
19466.015625	-115.613335
19509.082031	-115.734566
19552.148438	-115.790352
19595.214844	-115.663734
19638.281250	-115.689369
19681.347656	-115.873383
19724.414062	-115.890739
19767.480469	-115.905182
19810.546875	-115.984604
19853.613281	-115.833969
19896.679688	-115.727798
19939.746094	-115.822426
19982.812500	-115.614899
20025.878906	-115.684227
20068.945312	-115.735466
20112.011719	-115.951157
20155.078125	-116.038803
20198.144531	-115.685112
20241.210938	-115.661598
20284.277344	-115.594643
20327.343750	-115.814110
20370.410156	-115.477081
20413.476562	-115.820885
20456.542969	-115.662407
20499.609375	-115.291969
20542.675781	-115.794624
20585.742188	-115.731155
20628.808594	-115.978798
20671.875000	-115.538414
20714.941406	-115.518600
20758.007812	-115.985069
20801.074219	-116.039711
20844.140625	-115.977493
20887.207031	-116.022736
20930.273438	-115.878311
20973.339844	-115.486343
21016.406250	-115.462204
21059.472656	-115.826042
21102.539062	-116.003502
21145.605469	-115.583282
21188.671875	-115.436806
21231.738281	-115.711914
21274.804688	-115.685669
21317.871094	-115.953094
21360.937500	-115.658112
21404.003906	-115.380753
21447.070312	-115.291809
21490.136719	-115.593018
21533.203125	-115.412384
21576.269531	-115.489883
21619.335938	-115.467674
21662.402344	-115.567688
21705.468750	-115.685120
21748.535156	-115.552925
21791.601562	-115.488472
21834.667969	-115.812546
21877.734375	-115.673676
21920.800781	-115.870300
21963.867188	-116.038338
22006.933594	-115.565155
