Frequency (Hz)	Level (dB)
5857.031250	-115.363480
5900.097656	-115.553673
5943.164062	-115.274086
5986.230469	-115.187637
6029.296875	-115.521149
6072.363281	-115.807732
6115.429688	-115.367317
6158.496094	-114.961502
6201.562500	-114.330917
6244.628906	-114.211678
6287.695312	-115.059982
6330.761719	-115.134750
6373.828125	-115.032974
6416.894531	-114.840118
6459.960938	-114.902367
6503.027344	-114.258575
6546.093750	-114.883690
6589.160156	-115.461403
6632.226562	-115.640030
6675.292969	-115.119331
6718.359375	-114.698654
6761.425781	-115.264427
6804.492188	-115.279701
6847.558594	-115.269760
6890.625000	-115.244263
6933.691406	-115.227257
6976.757812	-115.113205
7019.824219	-115.226173
7062.890625	-115.122459
7105.957031	-115.131706
7149.023438	-115.276985
7192.089844	-114.956284
7235.156250	-114.337036
7278.222656	-114.395790
7321.289062	-114.806259
7364.355469	-115.227020
7407.421875	-115.253975
7450.488281	-114.874428
7493.554688	-114.594444
7536.621094	-114.735863
7579.687500	-115.094971
7622.753906	-115.747147
7665.820312	-115.303482
7708.886719	-115.362862
7751.953125	-115.633522
7795.019531	-115.419296
7838.085938	-115.553764
7881.152344	-115.220314
7924.218750	-114.723694
7967.285156	-115.195015
8010.351562	-115.121536
8053.417969	-114.893639
8096.484375	-114.939629
8139.550781	-115.296196
8182.617188	-115.582794
8225.683594	-115.573929
8268.750000	-115.598251
8311.816406	-115.872917
8354.882812	-115.795456
8397.949219	-115.603760
8441.015625	-115.483932
8484.082031	-115.777969
8527.148438	-115.533165
8570.214844	-116.028351
8613.281250	-115.829987
8656.347656	-115.717697
8699.414062	-115.214890
8742.480469	-115.284981
8785.546875	-115.191467
8828.613281	-115.646736
8871.679688	-115.674713
8914.746094	-115.362442
8957.812500	-115.803055
9000.878906	-115.701981
9043.945312	-115.408112
9087.011719	-115.564415
9130.078125	-115.375969
9173.144531	-115.623856
9216.210938	-115.607552
9259.277344	-115.498505
9302.343750	-115.387520
9345.410156	-115.602158
9388.476562	-115.945511
9431.542969	-115.580559
9474.609375	-115.433678
9517.675781	-115.228500
9560.742188	-115.361679
9603.808594	-115.666664
9646.875000	-116.119667
9689.941406	-115.773239
9733.007812	-115.541512
9776.074219	-115.770294
9819.140625	-115.347267
9862.207031	-115.459244
9905.273438	-115.547173
9948.339844	-115.774757
9991.406250	-115.886971
10034.472656	-115.468506
10077.539062	-115.698471
10120.605469	-115.488281
10163.671875	-115.581848
10206.738281	-115.688560
10249.804688	-115.687714
10292.871094	-115.277374
10335.937500	-115.293839
10379.003906	-115.353355
10422.070312	-115.716843
10465.136719	-115.655502
10508.203125	-115.496735
10551.269531	-115.105629
10594.335938	-115.426598
10637.402344	-115.783875
10680.468750	-115.786499
10723.535156	-115.689331
10766.601562	-115.973549
10809.667969	-115.911301
10852.734375	-115.807884
10895.800781	-115.461342
10938.867188	-115.645943
10981.933594	-115.620132
11025.000000	-115.600533
11068.066406	-115.463936
11111.132812	-115.600822
11154.199219	-115.815163
11197.265625	-116.132942
11240.332031	-115.578217
11283.398438	-115.475655
11326.464844	-115.487671
11369.531250	-115.842369
11412.597656	-115.930748
11455.664062	-116.110054
11498.730469	-115.462715
11541.796875	-115.483009
11584.863281	-115.759483
11627.929688	-115.688644
11670.996094	-115.445480
11714.062500	-115.754333
11757.128906	-115.278419
11800.195312	-115.686310
11843.261719	-115.810776
11886.328125	-115.644691
11929.394531	-115.446617
11972.460938	-115.614929
12015.527344	-115.760750
12058.593750	-115.883812
12101.660156	-115.680977
12144.726562	-115.732002
12187.792969	-115.820282
12230.859375	-115.796280
12273.925781	-116.015045
12316.992188	-115.561371
12360.058594	-115.764275
12403.125000	-115.913109
12446.191406	-116.264191
12489.257812	-115.915192
12532.324219	-115.902916
12575.390625	-115.581718
12618.457031	-115.799980
12661.523438	-115.947006
12704.589844	-115.506348
12747.656250	-115.824127
12790.722656	-115.570351
12833.789062	-115.452049
12876.855469	-115.774429
12919.921875	-115.567566
12962.988281	-115.540474
13006.054688	-115.275436
13049.121094	-115.528587
13092.187500	-115.476379
13135.253906	-115.674889
13178.320312	-115.708755
13221.386719	-115.389023
13264.453125	-115.727211
13307.519531	-116.147408
13350.585938	-115.630188
13393.652344	-115.554276
13436.718750	-115.418983
13479.785156	-115.371040
13522.851562	-115.629433
13565.917969	-115.478027
13608.984375	-115.279053
13652.050781	-115.722900
13695.117188	-115.677650
13738.183594	-115.396423
13781.250000	-115.943016
13824.316406	-116.065079
13867.382812	-116.021538
13910.449219	-115.677170
13953.515625	-115.605339
13996.582031	-115.849091
14039.648438	-115.631042
14082.714844	-115.809494
14125.781250	-115.716980
14168.847656	-115.607002
14211.914062	-115.257584
14254.980469	-115.309036
14298.046875	-115.627335
14341.113281	-115.733963
14384.179688	-116.099258
14427.246094	-116.058838
14470.312500	-115.777039
14513.378906	-115.360573
14556.445312	-115.254906
14599.511719	-115.342201
14642.578125	-115.709221
14685.644531	-115.804253
14728.710938	-115.724686
14771.777344	-115.678810
14814.843750	-115.575951
14857.910156	-115.795166
14900.976562	-115.760956
14944.042969	-115.927254
14987.109375	-115.569817
15030.175781	-115.818626
15073.242188	-115.505501
15116.308594	-115.548546
15159.375000	-115.576859
15202.441406	-115.798599
15245.507812	-115.768829
15288.574219	-115.713699
15331.640625	-115.634491
15374.707031	-115.742752
15417.773438	-116.209167
15460.839844	-116.033020
15503.906250	-115.891556
15546.972656	-115.339577
15590.039062	-115.823929
15633.105469	-115.713692
15676.171875	-115.447777
15719.238281	-115.622940
15762.304688	-115.591942
15805.371094	-115.500778
15848.437500	-115.857338
15891.503906	-115.548660
15934.570312	-115.318588
15977.636719	-115.352646
16020.703125	-115.264038
16063.769531	-115.321091
16106.835938	-115.511841
16149.902344	-116.093109
16192.968750	-115.848953
16236.035156	-115.664360
16279.101562	-115.930527
16322.167969	-115.816071
16365.234375	-115.353180
16408.300781	-115.299919
16451.367188	-115.429634
16494.433594	-115.604935
16537.500000	-115.481361
16580.566406	-115.506516
16623.632812	-115.623459
16666.699219	-115.528839
16709.765625	-115.674355
16752.832031	-115.315681
16795.898438	-115.499046
16838.964844	-115.588036
16882.031250	-115.198914
16925.097656	-115.435425
16968.164062	-115.537575
17011.230469	-115.684845
17054.296875	-115.506233
17097.363281	-115.377182
17140.429688	-115.617256
17183.496094	-115.666534
17226.562500	-115.530304
17269.628906	-115.829926
17312.695312	-115.528366
17355.761719	-115.610367
17398.828125	-115.687271
17441.894531	-115.612389
17484.960938	-115.444603
17528.027344	-115.717445
17571.093750	-115.668633
17614.160156	-115.296478
17657.226562	-115.495079
17700.292969	-115.692970
17743.359375	-115.629349
17786.425781	-115.636581
17829.492188	-115.809471
17872.558594	-115.994614
17915.625000	-116.208755
17958.691406	-116.046791
18001.757812	-115.920929
18044.824219	-115.590279
18087.890625	-115.689125
18130.957031	-115.439507
18174.023438	-115.304092
18217.089844	-115.716766
18260.156250	-115.597954
18303.222656	-115.958519
18346.289062	-115.525719
18389.355469	-115.829445
18432.421875	-115.724510
18475.488281	-115.906364
18518.554688	-115.854187
18561.621094	-115.637321
18604.687500	-115.741768
18647.753906	-115.605057
18690.820312	-115.553711
18733.886719	-115.672523
18776.953125	-115.627167
18820.019531	-115.761139
18863.085938	-115.685974
18906.152344	-115.967354
18949.218750	-115.692863
18992.285156	-115.614929
19035.351562	-115.673775
19078.417969	-115.266205
19121.484375	-115.546700
19164.550781	-115.550507
19207.617188	-115.487778
19250.683594	-115.807983
19293.750000	-115.763412
19336.816406	-115.671906
19379.882812	-115.884415
19422.949219	-115.616508
19466.015625	-115.677292
19509.082031	-115.684753
19552.148438	-115.820290
19595.214844	-115.617531
19638.281250	-115.792900
19681.347656	-115.757614
19724.414062	-115.500320
19767.480469	-115.468765
19810.546875	-115.789566
19853.613281	-115.771561
19896.679688	-115.795494
19939.746094	-115.958008
19982.812500	-115.348671
20025.878906	-115.589111
20068.945312	-115.754700
20112.011719	-115.999390
20155.078125	-116.039886
20198.144531	-115.810501
20241.210938	-115.640556
20284.277344	-115.954666
20327.343750	-115.876007
20370.410156	-115.453438
20413.476562	-115.604416
20456.542969	-115.362068
20499.609375	-115.360138
20542.675781	-115.591347
20585.742188	-115.332787
20628.808594	-115.576286
20671.875000	-115.546120
20714.941406	-115.465340
20758.007812	-115.617622
20801.074219	-115.657547
20844.140625	-115.715202
20887.207031	-115.673500
20930.273438	-115.727440
20973.339844	-115.696533
21016.406250	-115.858139
21059.472656	-116.145958
21102.539062	-115.916344
21145.605469	-115.568253
21188.671875	-115.558861
21231.738281	-115.693619
21274.804688	-115.567329
21317.871094	-115.872765
21360.937500	-115.758194
21404.003906	-115.892876
21447.070312	-115.574570
21490.136719	-115.403023
21533.203125	-115.147827
21576.269531	-115.497093
21619.335938	-115.754456
21662.402344	-115.457344
21705.468750	-115.446121
21748.535156	-115.742599
21791.601562	-115.704926
21834.667969	-115.685310
21877.734375	-115.585388
21920.800781	-115.574577
21963.867188	-115.519150
22006.933594	-115.660271
