Frequency (Hz)	Level (dB)
4565.039062	-45.398773
4608.105469	-46.057903
4651.171875	-48.706707
4694.238281	-49.618740
4737.304688	-48.184170
4780.371094	-46.043533
4823.437500	-44.096104
4866.503906	-43.768295
4909.570312	-43.139637
4952.636719	-43.266060
4995.703125	-44.561546
5038.769531	-43.887829
5081.835938	-43.693077
5124.902344	-43.187683
5167.968750	-43.818272
5211.035156	-44.650543
5254.101562	-44.716526
5297.167969	-45.393898
5340.234375	-45.743748
5383.300781	-46.220512
5426.367188	-47.047050
5469.433594	-48.465141
5512.500000	-48.226070
5555.566406	-48.588379
5598.632812	-53.058823
5641.699219	-50.483555
5684.765625	-49.458069
5727.832031	-48.812420
5770.898438	-47.146969
5813.964844	-46.943417
5857.031250	-45.764488
5900.097656	-47.047115
5943.164062	-48.556305
5986.230469	-47.385624
6029.296875	-45.805607
6072.363281	-45.919865
6115.429688	-46.001194
6158.496094	-45.814026
6201.562500	-46.853207
6244.628906	-47.142391
6287.695312	-46.542973
6330.761719	-46.146374
6373.828125	-45.684036
6416.894531	-45.305649
6459.960938	-45.204765
6503.027344	-46.001110
6546.093750	-48.037674
6589.160156	-48.422413
6632.226562	-46.404865
6675.292969	-46.660740
6718.359375	-46.961945
6761.425781	-47.342476
6804.492188	-49.282974
6847.558594	-49.812061
6890.625000	-48.543598
6933.691406	-50.191818
6976.757812	-51.635288
7019.824219	-52.396751
7062.890625	-53.107964
7105.957031	-52.581379
7149.023438	-51.995468
7192.089844	-54.539539
7235.156250	-53.923679
7278.222656	-52.267361
7321.289062	-49.884293
7364.355469	-48.336124
7407.421875	-47.932339
7450.488281	-47.103195
7493.554688	-48.607948
7536.621094	-50.129581
7579.687500	-47.862629
7622.753906	-47.531425
7665.820312	-50.479832
7708.886719	-49.112015
7751.953125	-48.299290
7795.019531	-47.170826
7838.085938	-48.258842
7881.152344	-50.069481
7924.218750	-50.701782
7967.285156	-52.654789
8010.351562	-53.813084
8053.417969	-51.812172
8096.484375	-51.343338
8139.550781	-52.106514
8182.617188	-51.125156
8225.683594	-51.598114
8268.750000	-50.998264
8311.816406	-51.250317
8354.882812	-50.837360
8397.949219	-52.736362
8441.015625	-51.872517
8484.082031	-52.491310
8527.148438	-51.664894
8570.214844	-52.768463
8613.281250	-50.335423
8656.347656	-48.754677
8699.414062	-47.781940
8742.480469	-47.591347
8785.546875	-47.095207
8828.613281	-47.565693
8871.679688	-48.307800
8914.746094	-48.678986
8957.812500	-48.559971
9000.878906	-49.183060
9043.945312	-51.246769
9087.011719	-54.914650
9130.078125	-55.191376
9173.144531	-54.788280
9216.210938	-52.628197
9259.277344	-51.045353
9302.343750	-49.012695
9345.410156	-46.971962
9388.476562	-47.507607
9431.542969	-47.416061
9474.609375	-49.718018
9517.675781	-52.818745
9560.742188	-56.377651
9603.808594	-57.198540
9646.875000	-57.962036
9689.941406	-56.297230
9733.007812	-52.253864
9776.074219	-52.639648
9819.140625	-53.596073
9862.207031	-52.485847
9905.273438	-50.460030
9948.339844	-52.063816
9991.406250	-57.570152
10034.472656	-56.018574
10077.539062	-55.263863
10120.605469	-55.189171
10163.671875	-54.522842
10206.738281	-54.597054
10249.804688	-52.793571
10292.871094	-51.808578
10335.937500	-51.449749
10379.003906	-51.598408
10422.070312	-50.717884
10465.136719	-52.020935
10508.203125	-54.621155
10551.269531	-53.099545
10594.335938	-52.425457
10637.402344	-53.928059
10680.468750	-53.758533
10723.535156	-54.671024
10766.601562	-56.846966
10809.667969	-59.863949
10852.734375	-58.867050
10895.800781	-56.096085
10938.867188	-55.122475
10981.933594	-56.740898
11025.000000	-59.411423
11068.066406	-58.008083
11111.132812	-59.767914
11154.199219	-56.929073
11197.265625	-56.878643
11240.332031	-55.441032
11283.398438	-54.724812
11326.464844	-53.490410
11369.531250	-52.524632
11412.597656	-52.089115
11455.664062	-52.604019
11498.730469	-54.845665
11541.796875	-59.472073
11584.863281	-59.466537
11627.929688	-57.144665
11670.996094	-58.684322
11714.062500	-58.747776
11757.128906	-57.998547
11800.195312	-59.392448
11843.261719	-58.463173
11886.328125	-58.217400
11929.394531	-56.574425
11972.460938	-54.968220
12015.527344	-53.290382
12058.593750	-52.646217
12101.660156	-52.783726
12144.726562	-53.257862
12187.792969	-54.011997
12230.859375	-54.145050
12273.925781	-53.980545
12316.992188	-54.498890
12360.058594	-55.382877
12403.125000	-54.498596
12446.191406	-54.334343
12489.257812	-54.095482
12532.324219	-53.737007
12575.390625	-54.035686
12618.457031	-55.245071
12661.523438	-56.251820
12704.589844	-57.290203
12747.656250	-59.495590
12790.722656	-61.369171
12833.789062	-62.207443
12876.855469	-62.751007
12919.921875	-59.915382
12962.988281	-58.701279
13006.054688	-57.557922
13049.121094	-57.159458
13092.187500	-57.061596
13135.253906	-54.786793
13178.320312	-54.452118
13221.386719	-55.169266
13264.453125	-55.637615
13307.519531	-55.573524
13350.585938	-56.668041
13393.652344	-56.755558
13436.718750	-57.083256
13479.785156	-56.667622
13522.851562	-57.766560
13565.917969	-58.162437
13608.984375	-57.661991
13652.050781	-56.915764
13695.117188	-56.969955
13738.183594	-56.119251
13781.250000	-56.214237
13824.316406	-56.890968
13867.382812	-57.825211
13910.449219	-58.526516
13953.515625	-58.911594
13996.582031	-59.672440
14039.648438	-59.361137
14082.714844	-57.810036
14125.781250	-58.382553
14168.847656	-57.645817
14211.914062	-59.257435
14254.980469	-60.465885
14298.046875	-62.029526
14341.113281	-60.634186
14384.179688	-59.612564
14427.246094	-59.348679
14470.312500	-57.774052
14513.378906	-57.134399
14556.445312	-57.806725
14599.511719	-58.626392
14642.578125	-58.742371
14685.644531	-58.389687
14728.710938	-57.902657
14771.777344	-57.365135
14814.843750	-56.849350
14857.910156	-56.541328
14900.976562	-57.907021
14944.042969	-61.342056
14987.109375	-62.033913
15030.175781	-64.121269
15073.242188	-62.362759
15116.308594	-62.134975
15159.375000	-60.540363
15202.441406	-60.000896
15245.507812	-59.378162
15288.574219	-58.678234
15331.640625	-57.987488
15374.707031	-58.056572
15417.773438	-58.575375
15460.839844	-60.334629
15503.906250	-62.176411
15546.972656	-63.235241
15590.039062	-62.230812
15633.105469	-60.212353
15676.171875	-59.748783
15719.238281	-59.994778
15762.304688	-62.648483
15805.371094	-68.949295
15848.437500	-65.906418
15891.503906	-64.074409
15934.570312	-62.116699
15977.636719	-61.685059
16020.703125	-61.181725
16063.769531	-63.169334
16106.835938	-64.084358
16149.902344	-64.083260
16192.968750	-65.794563
16236.035156	-67.027634
16279.101562	-69.030334
16322.167969	-66.384964
16365.234375	-65.879265
16408.300781	-67.204185
16451.367188	-66.194969
16494.433594	-65.848778
16537.500000	-65.896927
16580.566406	-63.865768
16623.632812	-63.536678
16666.699219	-62.213295
16709.765625	-60.616405
16752.832031	-59.980103
16795.898438	-59.997272
16838.964844	-61.495800
16882.031250	-62.037495
16925.097656	-61.178459
16968.164062	-60.593662
17011.230469	-60.902740
17054.296875	-62.322002
17097.363281	-62.791039
17140.429688	-64.405457
17183.496094	-65.132584
17226.562500	-63.935688
17269.628906	-64.113869
17312.695312	-63.772099
17355.761719	-61.649994
17398.828125	-62.545986
17441.894531	-61.593826
17484.960938	-62.928585
17528.027344	-63.096012
17571.093750	-64.218086
17614.160156	-63.885128
17657.226562	-63.514076
17700.292969	-62.916031
17743.359375	-63.058399
17786.425781	-62.827225
17829.492188	-62.180912
17872.558594	-61.967426
17915.625000	-60.993580
17958.691406	-60.193043
18001.757812	-59.156815
18044.824219	-59.478912
18087.890625	-60.352036
18130.957031	-63.700817
18174.023438	-67.206161
18217.089844	-73.810257
18260.156250	-72.480194
18303.222656	-70.317825
18346.289062	-69.378487
18389.355469	-67.881805
18432.421875	-70.022438
18475.488281	-70.204002
18518.554688	-69.233910
18561.621094	-66.791512
18604.687500	-63.855816
18647.753906	-61.677670
18690.820312	-60.999985
18733.886719	-60.358467
18776.953125	-60.607742
18820.019531	-60.941521
18863.085938	-60.587189
18906.152344	-60.874687
18949.218750	-60.178410
18992.285156	-59.956871
19035.351562	-59.691914
19078.417969	-59.361786
19121.484375	-59.503170
19164.550781	-59.801167
19207.617188	-59.720219
19250.683594	-58.750275
19293.750000	-57.576221
19336.816406	-57.384228
19379.882812	-57.797913
19422.949219	-59.776943
19466.015625	-62.040009
19509.082031	-66.298721
19552.148438	-70.778801
19595.214844	-67.797363
19638.281250	-61.817322
19681.347656	-59.475479
19724.414062	-57.837837
19767.480469	-56.973087
19810.546875	-56.580040
19853.613281	-56.783543
19896.679688	-57.064762
19939.746094	-57.352776
19982.812500	-57.800331
20025.878906	-58.473892
20068.945312	-58.909225
20112.011719	-58.675911
20155.078125	-58.400543
20198.144531	-58.292721
20241.210938	-59.053299
20284.277344	-60.296066
20327.343750	-61.363342
20370.410156	-63.273033
20413.476562	-64.261909
20456.542969	-65.672226
20499.609375	-67.209656
20542.675781	-67.255974
20585.742188	-65.716187
20628.808594	-63.472885
20671.875000	-61.492958
20714.941406	-60.322201
20758.007812	-59.738060
20801.074219	-59.548061
20844.140625	-59.448696
20887.207031	-59.464020
20930.273438	-60.164574
20973.339844	-61.540283
21016.406250	-63.993359
21059.472656	-67.483429
21102.539062	-71.726425
21145.605469	-75.054123
21188.671875	-77.327461
21231.738281	-78.354752
21274.804688	-77.441292
21317.871094	-76.256004
21360.937500	-73.329636
21404.003906	-72.379303
21447.070312	-71.334488
21490.136719	-70.403709
21533.203125	-70.419708
21576.269531	-70.164070
21619.335938	-69.297928
21662.402344	-68.344620
21705.468750	-67.751251
21748.535156	-68.066391
21791.601562	-68.536552
21834.667969	-69.332100
21877.734375	-70.628387
21920.800781	-71.963997
21963.867188	-72.697647
22006.933594	-72.952713
