Frequency (Hz)	Level (dB)
15848.437500	-115.742760
15891.503906	-115.736046
15934.570312	-115.529884
15977.636719	-115.558601
16020.703125	-115.720863
16063.769531	-115.632179
16106.835938	-115.597641
16149.902344	-115.813118
16192.968750	-115.996017
16236.035156	-115.917839
16279.101562	-115.821381
16322.167969	-115.753464
16365.234375	-115.716202
16408.300781	-115.704330
16451.367188	-115.623772
16494.433594	-115.587685
16537.500000	-115.566116
16580.566406	-115.738716
16623.632812	-115.925316
16666.699219	-115.536263
16709.765625	-115.672943
16752.832031	-115.918045
16795.898438	-115.721939
16838.964844	-115.547256
16882.031250	-115.656982
16925.097656	-115.819710
16968.164062	-115.937279
17011.230469	-115.694191
17054.296875	-115.621704
17097.363281	-115.763084
17140.429688	-115.701736
17183.496094	-115.665817
17226.562500	-115.869835
17269.628906	-115.996498
17312.695312	-115.966339
17355.761719	-115.715805
17398.828125	-115.539116
17441.894531	-115.695152
17484.960938	-115.567383
17528.027344	-115.722664
17571.093750	-115.919754
17614.160156	-115.724274
17657.226562	-115.767326
17700.292969	-115.856781
17743.359375	-115.759361
17786.425781	-115.728165
17829.492188	-115.584076
17872.558594	-115.687706
17915.625000	-115.793686
17958.691406	-115.572296
18001.757812	-115.971107
18044.824219	-115.805389
18087.890625	-116.043854
18130.957031	-115.906197
18174.023438	-115.657448
18217.089844	-115.930717
18260.156250	-115.815849
18303.222656	-115.537025
18346.289062	-115.681992
18389.355469	-115.848938
18432.421875	-115.833496
18475.488281	-115.713264
18518.554688	-115.782166
18561.621094	-115.689445
18604.687500	-115.561966
18647.753906	-115.537041
18690.820312	-115.387390
18733.886719	-115.486885
18776.953125	-115.756386
18820.019531	-115.652061
18863.085938	-115.466606
18906.152344	-115.571388
18949.218750	-115.529495
18992.285156	-115.510521
19035.351562	-115.550598
19078.417969	-115.688591
19121.484375	-115.592186
19164.550781	-115.604370
19207.617188	-115.646423
19250.683594	-115.708878
19293.750000	-115.672989
19336.816406	-115.820946
19379.882812	-115.864655
19422.949219	-115.629303
19466.015625	-115.681007
19509.082031	-115.844246
19552.148438	-115.699036
19595.214844	-115.679398
19638.281250	-115.685555
19681.347656	-115.609398
19724.414062	-115.864372
19767.480469	-116.003960
19810.546875	-115.915092
19853.613281	-115.791740
19896.679688	-115.677322
19939.746094	-115.736450
19982.812500	-115.604874
20025.878906	-115.652779
20068.945312	-115.760460
20112.011719	-115.767448
20155.078125	-115.705963
20198.144531	-115.663925
20241.210938	-115.678551
20284.277344	-115.670868
20327.343750	-115.634148
20370.410156	-115.720894
20413.476562	-115.867638
20456.542969	-115.736198
20499.609375	-115.738663
20542.675781	-115.792244
20585.742188	-115.883827
20628.808594	-115.930176
20671.875000	-115.824936
20714.941406	-115.618568
20758.007812	-115.567017
20801.074219	-115.728386
20844.140625	-115.738380
20887.207031	-115.614548
20930.273438	-115.578568
20973.339844	-115.682991
21016.406250	-115.825027
21059.472656	-115.923103
21102.539062	-115.680710
21145.605469	-115.714546
21188.671875	-116.006218
21231.738281	-116.102036
21274.804688	-115.583824
21317.871094	-115.658752
21360.937500	-116.080681
21404.003906	-115.954468
21447.070312	-115.650162
21490.136719	-115.713844
21533.203125	-115.894875
21576.269531	-115.836899
21619.335938	-115.760117
21662.402344	-115.876183
21705.468750	-115.889908
21748.535156	-115.751701
21791.601562	-115.797981
21834.667969	-115.905121
21877.734375	-115.854843
21920.800781	-115.928841
21963.867188	-115.766373
22006.933594	-115.939667
